InsertCashTransaction;0;richy;100000;11/05/2015 8:45:18 PM
BuyTransaction;6759;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6760;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6761;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6762;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6763;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6764;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6765;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6766;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6767;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6768;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6769;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6770;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6771;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6772;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6773;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6774;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6775;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6776;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6777;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6778;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6779;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6780;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6781;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6782;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6783;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6784;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6785;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6786;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6787;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6788;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6789;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6790;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6791;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6792;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6793;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6794;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6795;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6796;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6797;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6798;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6799;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6800;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6801;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6802;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6803;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6804;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6805;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6806;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6807;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6808;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6809;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6810;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6811;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6812;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6813;me;31;150;12/05/2015 9:41:35 AM
BuyTransaction;6814;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6815;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6816;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6817;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6818;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6819;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6820;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6821;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6822;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6823;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6824;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6825;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6826;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6827;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6828;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6829;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6830;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6831;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6832;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6833;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6834;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6835;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6836;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6837;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6838;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6839;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6840;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6841;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6842;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6843;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6844;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6845;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6846;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6847;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6848;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6849;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6850;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6851;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6852;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6853;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6854;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6855;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6856;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6857;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6858;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6859;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6860;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6861;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6862;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6863;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6864;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6865;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6866;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6867;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6868;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6869;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6870;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6871;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6872;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6873;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6874;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6875;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6876;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6877;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6878;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6879;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6880;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6881;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6882;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6883;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6884;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6885;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6886;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6887;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6888;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6889;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6890;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6891;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6892;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6893;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6894;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6895;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6896;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6897;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6898;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6899;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6900;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6901;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6902;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6903;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6904;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6905;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6906;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6907;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6908;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6909;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6910;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6911;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6912;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6913;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6914;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6915;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6916;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6917;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6918;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6919;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6920;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6921;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6922;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6923;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6924;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6925;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6926;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6927;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6928;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6929;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6930;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6931;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6932;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6933;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6934;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6935;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6936;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6937;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6938;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6939;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6940;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6941;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6942;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6943;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6944;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6945;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6946;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6947;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6948;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6949;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6950;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6951;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6952;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6953;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6954;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6955;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6956;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6957;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6958;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6959;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6960;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6961;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6962;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6963;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6964;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6965;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6966;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6967;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6968;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6969;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6970;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6971;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6972;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6973;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6974;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6975;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6976;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6977;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6978;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6979;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6980;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6981;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6982;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6983;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6984;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6985;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6986;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6987;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6988;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6989;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6990;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6991;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6992;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6993;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6994;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6995;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6996;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6997;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6998;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;6999;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7000;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7001;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7002;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7003;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7004;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7005;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7006;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7007;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7008;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7009;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7010;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7011;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7012;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7013;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7014;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7015;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7016;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7017;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7018;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7019;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7020;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7021;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7022;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7023;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7024;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7025;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7026;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7027;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7028;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7029;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7030;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7031;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7032;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7033;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7034;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7035;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7036;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7037;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7038;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7039;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7040;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7041;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7042;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7043;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7044;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7045;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7046;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7047;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7048;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7049;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7050;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7051;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7052;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7053;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7054;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7055;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7056;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7057;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7058;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7059;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7060;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7061;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7062;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7063;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7064;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7065;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7066;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7067;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7068;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7069;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7070;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7071;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7072;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7073;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7074;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7075;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7076;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7077;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7078;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7079;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7080;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7081;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7082;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7083;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7084;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7085;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7086;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7087;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7088;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7089;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7090;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7091;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7092;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7093;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7094;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7095;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7096;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7097;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7098;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7099;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7100;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7101;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7102;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7103;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7104;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7105;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7106;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7107;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7108;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7109;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7110;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7111;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7112;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7113;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7114;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7115;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7116;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7117;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7118;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7119;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7120;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7121;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7122;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7123;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7124;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7125;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7126;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7127;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7128;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7129;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7130;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7131;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7132;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7133;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7134;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7135;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7136;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7137;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7138;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7139;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7140;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7141;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7142;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7143;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7144;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7145;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7146;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7147;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7148;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7149;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7150;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7151;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7152;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7153;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7154;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7155;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7156;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7157;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7158;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7159;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7160;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7161;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7162;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7163;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7164;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7165;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7166;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7167;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7168;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7169;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7170;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7171;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7172;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7173;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7174;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7175;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7176;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7177;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7178;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7179;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7180;me;31;150;12/05/2015 9:41:36 AM
BuyTransaction;7181;me;31;150;12/05/2015 9:41:36 AM
